timestamp,temperature_C,humidity_percent,traffic_index,demand_kWh
2025-05-01 00:00:00,27.13,48.09,0.46,37.3
2025-05-01 01:00:00,34.68,63.79,0.95,51.22
2025-05-01 02:00:00,23.9,64.94,0.37,40.85
2025-05-01 03:00:00,37.07,51.59,0.03,48.03
2025-05-01 04:00:00,29.9,65.0,0.41,50.1
2025-05-01 05:00:00,28.74,62.86,0.24,48.29
2025-05-01 06:00:00,32.22,57.13,0.72,49.06
2025-05-01 07:00:00,21.12,53.91,0.48,32.94
2025-05-01 08:00:00,32.96,54.19,0.48,41.81
2025-05-01 09:00:00,32.95,47.6,0.56,43.31
2025-05-01 10:00:00,30.29,51.75,0.2,44.13
2025-05-01 11:00:00,27.51,57.98,0.26,48.1
2025-05-01 12:00:00,42.56,54.02,0.03,53.42
2025-05-01 13:00:00,29.14,43.01,0.05,37.7
2025-05-01 14:00:00,17.56,58.08,0.44,40.75
2025-05-01 15:00:00,27.4,61.34,0.81,51.12
2025-05-01 16:00:00,32.92,64.11,0.08,42.42
2025-05-01 17:00:00,27.82,59.76,0.42,45.78
2025-05-01 18:00:00,31.81,76.07,0.82,52.58
2025-05-01 19:00:00,21.68,73.77,0.05,46.3
2025-05-01 20:00:00,26.77,63.4,0.99,43.83
2025-05-01 21:00:00,21.99,61.9,0.64,43.29
2025-05-01 22:00:00,28.42,62.21,0.46,45.28
2025-05-01 23:00:00,35.72,54.5,0.68,50.75
2025-05-02 00:00:00,32.66,67.34,0.99,48.85
2025-05-02 01:00:00,31.29,62.26,0.65,49.64
2025-05-02 02:00:00,37.12,79.55,0.36,49.97
2025-05-02 03:00:00,34.28,51.87,0.25,42.81
2025-05-02 04:00:00,32.58,46.88,0.18,44.0
2025-05-02 05:00:00,24.84,67.99,0.54,46.29
2025-05-02 06:00:00,36.19,54.59,0.54,49.18
2025-05-02 07:00:00,29.78,63.44,0.27,46.67
2025-05-02 08:00:00,38.57,38.47,0.23,44.53
2025-05-02 09:00:00,33.85,72.45,0.74,54.18
2025-05-02 10:00:00,32.7,65.15,0.42,45.35
2025-05-02 11:00:00,27.16,77.31,0.29,48.44
2025-05-02 12:00:00,25.44,54.83,0.47,30.78
2025-05-02 13:00:00,27.35,52.11,0.99,42.86
2025-05-02 14:00:00,32.84,62.56,0.65,40.83
2025-05-02 15:00:00,28.9,52.61,0.8,47.63
2025-05-02 16:00:00,33.0,46.19,0.39,44.78
2025-05-02 17:00:00,31.92,72.83,0.04,47.6
2025-05-02 18:00:00,34.59,56.39,0.54,45.88
2025-05-02 19:00:00,35.23,53.47,0.13,46.23
2025-05-02 20:00:00,25.35,56.27,0.38,41.63
2025-05-02 21:00:00,32.46,62.88,0.57,44.83
2025-05-02 22:00:00,27.39,54.4,0.89,43.19
2025-05-02 23:00:00,20.22,58.63,0.1,35.67
2025-05-03 00:00:00,27.62,61.33,0.39,47.59
2025-05-03 01:00:00,25.62,75.03,0.86,52.58
2025-05-03 02:00:00,30.95,63.24,0.23,49.79
2025-05-03 03:00:00,33.95,51.12,0.89,47.24
2025-05-03 04:00:00,23.52,61.29,0.2,44.89
2025-05-03 05:00:00,27.88,75.73,0.62,50.77
2025-05-03 06:00:00,25.45,71.49,1.0,50.22
2025-05-03 07:00:00,31.53,41.91,0.31,36.72
2025-05-03 08:00:00,31.17,59.58,0.74,45.78
2025-05-03 09:00:00,29.6,78.12,0.11,50.56
2025-05-03 10:00:00,34.24,66.29,0.37,44.35
2025-05-03 11:00:00,30.71,66.1,0.44,54.81
2025-05-03 12:00:00,35.03,67.02,1.0,52.74
2025-05-03 13:00:00,37.81,70.64,0.68,51.27
2025-05-03 14:00:00,33.74,67.46,0.88,54.93
2025-05-03 15:00:00,33.58,70.77,0.77,48.24
2025-05-03 16:00:00,29.94,49.95,0.26,42.46
2025-05-03 17:00:00,20.91,52.54,0.46,36.28
2025-05-03 18:00:00,33.08,60.12,0.6,46.96
2025-05-03 19:00:00,35.61,46.12,0.61,44.93
2025-05-03 20:00:00,27.88,55.22,0.42,43.37
2025-05-03 21:00:00,32.69,51.1,0.22,46.39
2025-05-03 22:00:00,32.18,53.76,0.56,43.5
2025-05-03 23:00:00,32.3,61.81,0.71,48.18
2025-05-04 00:00:00,32.54,49.73,0.65,41.04
2025-05-04 01:00:00,36.45,44.84,0.16,45.14
2025-05-04 02:00:00,26.96,61.35,0.42,42.34
2025-05-04 03:00:00,36.84,55.6,0.4,51.74
2025-05-04 04:00:00,34.87,58.88,0.15,42.21
2025-05-04 05:00:00,33.26,60.54,0.53,47.57
2025-05-04 06:00:00,29.56,62.02,0.22,45.22
2025-05-04 07:00:00,35.78,63.25,0.39,51.46
2025-05-04 08:00:00,27.69,68.76,0.21,45.13
2025-05-04 09:00:00,23.61,62.41,0.11,38.39
2025-05-04 10:00:00,30.44,63.18,0.98,51.3
2025-05-04 11:00:00,38.42,57.44,0.96,50.08
2025-05-04 12:00:00,35.01,50.5,0.03,43.73
2025-05-04 13:00:00,31.22,76.86,0.6,45.45
2025-05-04 14:00:00,25.53,42.49,0.52,35.16
2025-05-04 15:00:00,22.38,45.3,0.66,34.69
2025-05-04 16:00:00,36.16,53.5,0.28,51.19
2025-05-04 17:00:00,29.0,61.9,0.09,44.32
2025-05-04 18:00:00,22.7,67.38,0.56,39.59
2025-05-04 19:00:00,32.55,65.1,0.48,48.35
2025-05-04 20:00:00,23.67,56.77,0.3,35.85
