timestamp,temperature_C,humidity_percent,traffic_index,demand_kWh
2025-05-01 00:00:00,24.78,49.32,0.52,34.65
2025-05-01 01:00:00,32.43,65.48,0.65,50.53
2025-05-01 02:00:00,21.9,50.6,0.1,35.63
2025-05-01 03:00:00,31.69,53.0,0.87,48.78
2025-05-01 04:00:00,31.73,35.82,0.94,43.32
2025-05-01 05:00:00,26.12,44.57,0.7,42.87
2025-05-01 06:00:00,28.65,60.41,0.24,41.78
2025-05-01 07:00:00,22.81,44.16,0.23,33.94
2025-05-01 08:00:00,25.93,52.76,1.0,40.77
2025-05-01 09:00:00,32.08,42.48,0.35,44.01
2025-05-01 10:00:00,28.19,69.22,0.91,43.53
2025-05-01 11:00:00,25.78,33.56,0.94,36.97
2025-05-01 12:00:00,42.12,58.05,0.48,50.76
2025-05-01 13:00:00,19.68,55.05,0.64,36.39
2025-05-01 14:00:00,26.21,52.77,0.8,44.0
2025-05-01 15:00:00,23.86,56.13,0.54,36.85
2025-05-01 16:00:00,30.34,45.96,0.96,42.38
2025-05-01 17:00:00,23.95,47.25,0.48,35.27
2025-05-01 18:00:00,35.97,54.69,0.65,51.67
2025-05-01 19:00:00,24.15,52.28,0.18,36.11
2025-05-01 20:00:00,30.05,67.41,0.12,39.15
2025-05-01 21:00:00,32.53,49.0,0.9,51.51
2025-05-01 22:00:00,31.13,62.78,0.06,42.41
2025-05-01 23:00:00,19.61,64.09,0.01,37.38
2025-05-02 00:00:00,28.26,51.49,0.3,36.32
2025-05-02 01:00:00,29.99,61.5,0.07,41.06
2025-05-02 02:00:00,37.51,69.68,0.05,47.92
2025-05-02 03:00:00,24.58,51.1,0.12,40.71
2025-05-02 04:00:00,30.25,63.7,0.44,42.32
2025-05-02 05:00:00,27.73,74.82,0.84,52.22
2025-05-02 06:00:00,29.24,60.18,0.09,41.2
2025-05-02 07:00:00,29.72,65.94,0.96,48.57
2025-05-02 08:00:00,30.92,50.25,0.78,44.52
2025-05-02 09:00:00,16.09,54.73,0.95,39.78
2025-05-02 10:00:00,34.6,69.96,0.43,53.13
2025-05-02 11:00:00,24.92,58.81,0.42,41.73
