timestamp,temperature_C,humidity_percent,traffic_index,demand_kWh
2025-05-01 00:00:00,32.72,44.91,0.68,46.63
2025-05-01 01:00:00,25.97,68.23,0.51,50.74
2025-05-01 02:00:00,29.89,55.8,0.29,41.79
2025-05-01 03:00:00,33.92,69.32,0.48,45.43
2025-05-01 04:00:00,27.05,56.52,0.67,41.14
2025-05-01 05:00:00,27.78,56.42,0.96,44.96
2025-05-01 06:00:00,33.01,64.51,0.85,49.16
2025-05-01 07:00:00,25.95,71.43,0.55,48.42
2025-05-01 08:00:00,26.74,57.4,0.92,44.36
2025-05-01 09:00:00,27.62,51.8,0.6,46.77
2025-05-01 10:00:00,28.35,62.46,0.24,44.67
2025-05-01 11:00:00,33.69,54.37,0.37,48.58
2025-05-01 12:00:00,30.39,64.84,0.21,41.62
2025-05-01 13:00:00,41.92,69.37,0.16,50.92
2025-05-01 14:00:00,24.27,51.85,0.61,39.5
2025-05-01 15:00:00,37.03,56.44,0.55,48.65
2025-05-01 16:00:00,29.65,58.81,0.03,44.52
2025-05-01 17:00:00,37.24,76.62,0.48,51.08
2025-05-01 18:00:00,31.92,54.6,0.82,44.69
2025-05-01 19:00:00,27.91,75.15,0.19,44.93
2025-05-01 20:00:00,35.67,48.7,0.14,45.74
2025-05-01 21:00:00,22.4,51.29,0.22,32.43
2025-05-01 22:00:00,23.45,63.98,0.92,41.89
2025-05-01 23:00:00,24.88,74.38,0.58,43.97
2025-05-02 00:00:00,30.26,59.51,0.22,43.38
2025-05-02 01:00:00,29.45,63.61,0.48,44.65
2025-05-02 02:00:00,28.56,76.5,0.95,48.7
2025-05-02 03:00:00,30.33,55.1,0.39,47.14
2025-05-02 04:00:00,25.45,79.76,0.35,45.41
2025-05-02 05:00:00,33.21,66.04,0.63,50.35
2025-05-02 06:00:00,41.83,58.52,0.61,54.02
2025-05-02 07:00:00,27.33,53.02,0.85,46.1
2025-05-02 08:00:00,24.79,58.88,0.88,41.16
2025-05-02 09:00:00,28.86,51.06,0.58,39.31
2025-05-02 10:00:00,40.22,72.54,0.21,57.24
2025-05-02 11:00:00,21.06,64.83,0.98,38.18
2025-05-02 12:00:00,31.9,70.17,0.46,51.26
2025-05-02 13:00:00,24.49,31.95,0.92,35.91
2025-05-02 14:00:00,21.61,78.01,0.58,49.82
2025-05-02 15:00:00,34.88,56.6,0.79,47.21
2025-05-02 16:00:00,35.17,63.74,0.9,50.84
2025-05-02 17:00:00,18.27,61.12,0.19,35.59
2025-05-02 18:00:00,25.74,45.23,0.75,37.62
2025-05-02 19:00:00,20.02,66.77,0.12,43.53
2025-05-02 20:00:00,35.4,57.11,0.6,55.22
2025-05-02 21:00:00,24.72,69.46,0.73,40.43
2025-05-02 22:00:00,31.0,62.16,0.61,54.19
2025-05-02 23:00:00,36.81,68.49,0.79,53.56
2025-05-03 00:00:00,38.81,61.27,0.55,55.81
2025-05-03 01:00:00,32.1,66.72,0.94,51.05
2025-05-03 02:00:00,27.95,70.31,0.49,50.6
2025-05-03 03:00:00,34.77,62.26,0.7,51.25
2025-05-03 04:00:00,27.96,70.11,0.8,55.19
2025-05-03 05:00:00,27.77,54.86,0.16,39.27
2025-05-03 06:00:00,26.37,63.15,0.03,40.5
2025-05-03 07:00:00,34.7,72.05,0.67,49.49
2025-05-03 08:00:00,31.67,57.18,0.71,51.93
2025-05-03 09:00:00,30.1,77.54,0.97,51.07
2025-05-03 10:00:00,22.4,54.17,0.97,37.67
2025-05-03 11:00:00,31.68,74.42,0.3,53.92
2025-05-03 12:00:00,33.42,51.01,0.71,43.6
2025-05-03 13:00:00,34.77,65.9,0.59,51.17
2025-05-03 14:00:00,36.71,46.22,0.32,43.16
2025-05-03 15:00:00,30.73,60.36,0.16,45.48
2025-05-03 16:00:00,26.88,69.24,0.48,45.7
2025-05-03 17:00:00,33.44,74.97,0.5,53.15
2025-05-03 18:00:00,23.6,69.7,0.55,45.23
2025-05-03 19:00:00,34.5,63.15,0.93,47.6
2025-05-03 20:00:00,26.58,51.52,0.69,40.04
2025-05-03 21:00:00,32.92,76.51,0.5,55.97
2025-05-03 22:00:00,24.76,45.38,0.68,39.23
2025-05-03 23:00:00,25.63,51.87,0.45,36.65
2025-05-04 00:00:00,26.34,64.0,0.59,42.98
2025-05-04 01:00:00,31.09,76.12,0.1,51.87
2025-05-04 02:00:00,33.62,51.56,0.06,43.87
2025-05-04 03:00:00,24.04,63.87,0.42,40.85
2025-05-04 04:00:00,28.21,56.26,0.81,47.56
2025-05-04 05:00:00,28.38,56.89,0.98,49.57
2025-05-04 06:00:00,31.66,67.12,0.07,43.57
2025-05-04 07:00:00,33.13,68.05,0.87,45.33
2025-05-04 08:00:00,24.62,52.31,0.35,39.92
2025-05-04 09:00:00,28.89,55.16,0.95,43.11
2025-05-04 10:00:00,30.74,59.78,0.83,46.52
2025-05-04 11:00:00,26.74,65.65,0.8,48.31
2025-05-04 12:00:00,32.96,55.13,0.78,46.82
2025-05-04 13:00:00,30.41,44.82,0.59,40.82
2025-05-04 14:00:00,26.39,50.73,0.16,41.18
2025-05-04 15:00:00,25.59,49.27,0.5,45.4
2025-05-04 16:00:00,37.73,60.8,0.77,47.67
2025-05-04 17:00:00,30.15,69.85,0.94,47.44
2025-05-04 18:00:00,32.4,58.75,0.69,46.26
2025-05-04 19:00:00,25.21,48.77,0.36,39.59
2025-05-04 20:00:00,31.96,55.35,0.28,45.17
2025-05-04 21:00:00,44.25,56.4,0.82,58.36
2025-05-04 22:00:00,31.11,51.04,0.2,46.1
2025-05-04 23:00:00,36.58,63.15,0.36,51.23
2025-05-05 00:00:00,31.15,81.24,0.81,51.38
2025-05-05 01:00:00,29.63,57.79,0.77,46.23
2025-05-05 02:00:00,32.52,68.19,0.58,46.81
2025-05-05 03:00:00,29.99,54.03,0.63,43.48
2025-05-05 04:00:00,37.58,66.42,0.38,52.16
2025-05-05 05:00:00,32.59,78.7,0.12,44.88
2025-05-05 06:00:00,35.36,60.25,0.8,39.37
2025-05-05 07:00:00,38.4,56.94,0.59,51.72
2025-05-05 08:00:00,38.68,57.57,0.64,55.82
2025-05-05 09:00:00,31.59,60.45,0.78,45.29
2025-05-05 10:00:00,31.14,69.88,0.98,47.74
2025-05-05 11:00:00,30.88,78.8,0.2,47.14
2025-05-05 12:00:00,28.18,31.86,0.92,35.46
2025-05-05 13:00:00,23.27,68.97,0.1,43.71
2025-05-05 14:00:00,31.81,53.46,0.95,51.1
2025-05-05 15:00:00,27.09,53.24,0.22,39.97
2025-05-05 16:00:00,34.01,50.62,0.17,39.68
2025-05-05 17:00:00,25.57,45.27,0.38,38.64
2025-05-05 18:00:00,31.46,65.22,0.68,41.91
2025-05-05 19:00:00,25.74,60.33,1.0,43.69
2025-05-05 20:00:00,23.17,66.77,0.33,40.2
2025-05-05 21:00:00,27.37,62.76,0.01,36.1
2025-05-05 22:00:00,23.72,52.17,0.53,36.84
2025-05-05 23:00:00,28.89,49.72,0.5,38.19
2025-05-06 00:00:00,25.89,49.81,0.31,38.49
2025-05-06 01:00:00,37.37,58.46,0.53,50.26
2025-05-06 02:00:00,32.0,67.19,0.95,49.11
2025-05-06 03:00:00,31.43,65.91,0.05,45.04
2025-05-06 04:00:00,27.43,49.49,0.7,34.11
2025-05-06 05:00:00,37.35,55.0,0.18,52.01
2025-05-06 06:00:00,31.67,79.81,0.94,60.23
2025-05-06 07:00:00,27.56,60.42,0.3,43.87
2025-05-06 08:00:00,32.09,55.97,0.13,44.59
2025-05-06 09:00:00,26.47,68.31,0.53,43.5
2025-05-06 10:00:00,30.91,62.51,0.38,45.92
2025-05-06 11:00:00,32.9,40.56,0.39,36.86
2025-05-06 12:00:00,27.82,54.2,0.4,40.3
2025-05-06 13:00:00,39.99,54.07,0.24,46.66
2025-05-06 14:00:00,27.74,57.43,0.3,44.7
2025-05-06 15:00:00,22.47,52.94,0.3,35.4
2025-05-06 16:00:00,34.16,75.5,0.53,53.9
2025-05-06 17:00:00,33.64,58.01,0.96,51.96
2025-05-06 18:00:00,23.78,65.99,0.77,49.52
2025-05-06 19:00:00,30.07,61.19,0.93,47.68
2025-05-06 20:00:00,35.98,56.55,0.58,53.98
2025-05-06 21:00:00,37.4,67.66,0.96,52.85
2025-05-06 22:00:00,30.14,64.54,0.15,44.68
2025-05-06 23:00:00,29.75,55.3,0.19,42.05
2025-05-07 00:00:00,32.42,72.37,0.16,48.9
2025-05-07 01:00:00,30.73,60.99,0.49,44.96
2025-05-07 02:00:00,31.51,75.65,0.55,51.86
2025-05-07 03:00:00,34.87,73.96,0.68,55.36
2025-05-07 04:00:00,33.01,48.53,0.39,41.94
2025-05-07 05:00:00,25.51,83.27,0.59,48.21
2025-05-07 06:00:00,44.31,60.76,0.67,57.45
2025-05-07 07:00:00,26.12,74.48,0.85,48.98
2025-05-07 08:00:00,28.38,72.25,0.09,41.27
2025-05-07 09:00:00,36.68,72.49,0.49,53.96
2025-05-07 10:00:00,31.28,54.89,0.14,42.52
2025-05-07 11:00:00,23.95,62.23,0.24,39.65
2025-05-07 12:00:00,41.65,77.3,0.4,57.31
2025-05-07 13:00:00,23.22,52.7,0.09,37.78
2025-05-07 14:00:00,29.78,67.31,0.37,51.32
2025-05-07 15:00:00,28.06,45.9,0.46,40.57
2025-05-07 16:00:00,26.56,74.99,0.99,50.97
2025-05-07 17:00:00,27.7,56.61,0.11,45.32
2025-05-07 18:00:00,31.6,59.0,0.33,42.34
2025-05-07 19:00:00,29.08,51.97,0.9,40.01
2025-05-07 20:00:00,30.8,61.39,0.12,37.39
2025-05-07 21:00:00,32.3,54.31,0.68,42.36
2025-05-07 22:00:00,34.38,72.5,0.48,50.51
2025-05-07 23:00:00,33.69,49.89,0.61,47.87
2025-05-08 00:00:00,31.45,53.84,0.85,50.55
2025-05-08 01:00:00,36.39,58.94,0.35,47.88
2025-05-08 02:00:00,33.79,62.33,0.91,53.05
2025-05-08 03:00:00,34.76,70.32,0.1,51.16
2025-05-08 04:00:00,32.73,49.29,0.95,44.28
2025-05-08 05:00:00,29.03,46.29,0.94,37.01
2025-05-08 06:00:00,34.87,75.7,0.17,50.64
2025-05-08 07:00:00,28.25,62.57,0.27,48.32
2025-05-08 08:00:00,23.66,56.47,0.18,34.78
2025-05-08 09:00:00,31.95,65.71,0.26,44.96
2025-05-08 10:00:00,26.75,70.76,0.28,45.46
2025-05-08 11:00:00,33.4,57.38,0.72,47.02
2025-05-08 12:00:00,30.26,51.69,0.39,44.69
2025-05-08 13:00:00,25.63,65.97,0.99,48.97
2025-05-08 14:00:00,35.09,80.19,0.39,49.94
2025-05-08 15:00:00,30.28,56.44,0.41,48.65
2025-05-08 16:00:00,33.06,58.44,0.18,45.09
2025-05-08 17:00:00,26.61,56.33,0.25,39.28
2025-05-08 18:00:00,27.05,61.48,0.61,39.31
