timestamp,temperature_C,humidity_percent,traffic_index,demand_kWh
2025-05-01 00:00:00,28.88,53.19,3.76,50.11
2025-05-01 01:00:00,26.73,73.15,2.88,39.83
2025-05-01 02:00:00,28.87,69.08,2.06,40.8
2025-05-01 03:00:00,30.04,56.68,4.88,54.93
2025-05-01 04:00:00,32.18,69.39,3.0,48.67
2025-05-01 05:00:00,31.7,74.88,4.75,52.99
2025-05-01 06:00:00,35.31,59.88,5.0,106.39
2025-05-01 07:00:00,34.54,60.17,8.17,123.48
2025-05-01 08:00:00,38.32,69.17,9.7,138.49
2025-05-01 09:00:00,37.21,68.53,8.41,128.28
2025-05-01 10:00:00,40.06,55.29,2.78,88.42
2025-05-01 11:00:00,40.73,63.77,4.87,97.67
2025-05-01 12:00:00,40.86,72.99,7.5,108.3
2025-05-01 13:00:00,39.5,62.61,6.43,103.37
2025-05-01 14:00:00,39.85,59.61,6.62,105.93
2025-05-01 15:00:00,38.97,71.7,4.68,90.84
2025-05-01 16:00:00,36.62,70.87,5.93,92.62
2025-05-01 17:00:00,34.59,58.44,8.69,127.33
2025-05-01 18:00:00,35.41,51.38,9.5,136.66
2025-05-01 19:00:00,33.58,59.36,8.48,123.3
2025-05-01 20:00:00,30.54,58.86,10.43,127.92
2025-05-01 21:00:00,30.46,56.86,1.7,63.37
2025-05-01 22:00:00,27.96,54.23,3.89,49.05
2025-05-01 23:00:00,27.05,71.42,5.06,48.3
2025-05-02 00:00:00,28.29,71.82,1.74,38.32
2025-05-02 01:00:00,27.02,62.96,5.06,50.0
2025-05-02 02:00:00,28.6,65.57,3.58,46.51
2025-05-02 03:00:00,29.24,52.08,4.16,52.27
2025-05-02 04:00:00,30.12,66.92,2.25,43.68
2025-05-02 05:00:00,31.55,59.36,4.63,55.62
2025-05-02 06:00:00,34.14,59.28,4.78,102.48
2025-05-02 07:00:00,34.2,59.87,9.03,127.87
2025-05-02 08:00:00,38.19,57.15,7.2,127.5
2025-05-02 09:00:00,38.32,56.18,9.89,144.28
2025-05-02 10:00:00,39.37,71.18,1.66,76.67
2025-05-02 11:00:00,38.32,52.85,4.43,93.96
2025-05-02 12:00:00,38.81,53.59,4.76,96.35
2025-05-02 13:00:00,40.73,63.94,5.47,100.61
2025-05-02 14:00:00,38.79,59.24,4.77,94.64
2025-05-02 15:00:00,38.7,64.28,6.09,99.53
2025-05-02 16:00:00,36.28,56.95,6.12,97.08
2025-05-02 17:00:00,35.13,67.24,9.59,130.87
2025-05-02 18:00:00,35.34,73.22,10.45,134.36
2025-05-02 19:00:00,32.74,64.9,10.01,128.5
2025-05-02 20:00:00,31.04,68.37,10.14,123.91
2025-05-02 21:00:00,28.7,61.06,4.6,73.07
2025-05-02 22:00:00,28.55,72.35,1.65,38.26
2025-05-02 23:00:00,27.91,56.83,2.06,42.05
2025-05-03 00:00:00,28.02,57.0,3.45,47.02
2025-05-03 01:00:00,27.61,53.07,2.55,44.13
2025-05-03 02:00:00,28.52,70.85,3.29,44.25
2025-05-03 03:00:00,29.73,54.43,2.48,46.57
2025-05-03 04:00:00,32.24,51.58,2.41,50.42
2025-05-03 05:00:00,31.78,53.01,2.26,48.97
2025-05-03 06:00:00,35.49,50.53,2.3,93.97
2025-05-03 07:00:00,34.75,56.93,10.23,137.46
2025-05-03 08:00:00,37.37,50.42,9.93,144.33
2025-05-03 09:00:00,37.02,63.09,8.63,131.14
2025-05-03 10:00:00,38.8,54.95,2.09,82.57
2025-05-03 11:00:00,40.23,71.73,4.12,90.55
2025-05-03 12:00:00,41.38,67.64,5.14,99.17
2025-05-03 13:00:00,40.64,59.87,5.66,102.63
2025-05-03 14:00:00,38.93,74.79,5.81,95.5
2025-05-03 15:00:00,39.41,67.99,7.17,105.27
2025-05-03 16:00:00,37.89,73.92,7.08,99.98
2025-05-03 17:00:00,35.54,68.76,9.48,130.65
2025-05-03 18:00:00,34.97,68.9,7.32,116.25
2025-05-03 19:00:00,32.59,69.5,7.8,113.2
2025-05-03 20:00:00,30.32,57.7,9.51,122.25
2025-05-03 21:00:00,30.96,71.75,2.03,61.57
2025-05-03 22:00:00,27.46,74.88,4.06,44.62
2025-05-03 23:00:00,28.95,60.63,4.45,51.07
2025-05-04 00:00:00,27.37,56.38,3.99,48.16
2025-05-04 01:00:00,27.78,56.25,4.38,50.1
2025-05-04 02:00:00,29.23,51.75,1.85,44.22
2025-05-04 03:00:00,30.6,72.17,3.41,47.33
2025-05-04 04:00:00,32.29,60.93,2.5,48.86
2025-05-04 05:00:00,33.92,64.22,3.27,53.13
2025-05-04 06:00:00,34.51,65.1,3.86,95.75
2025-05-04 07:00:00,34.43,56.86,8.02,123.51
2025-05-04 08:00:00,37.12,72.83,7.36,120.21
2025-05-04 09:00:00,39.33,71.37,8.58,133.39
2025-05-04 10:00:00,39.69,66.76,4.64,93.58
2025-05-04 11:00:00,40.42,66.0,4.82,96.12
2025-05-04 12:00:00,39.87,73.11,4.74,92.5
2025-05-04 13:00:00,40.21,72.25,6.85,103.99
2025-05-04 14:00:00,40.06,68.62,6.4,102.52
2025-05-04 15:00:00,39.02,72.28,6.2,98.35
2025-05-04 16:00:00,35.52,65.54,6.8,96.4
2025-05-04 17:00:00,34.42,59.65,10.1,134.95
2025-05-04 18:00:00,34.44,73.88,8.79,122.03
2025-05-04 19:00:00,31.4,60.24,7.68,112.96
2025-05-04 20:00:00,29.74,74.74,8.99,111.59
2025-05-04 21:00:00,29.26,65.59,4.44,72.05
2025-05-04 22:00:00,29.57,66.66,2.78,44.85
2025-05-04 23:00:00,28.71,57.57,2.55,44.72
2025-05-05 00:00:00,27.48,64.9,2.22,40.33
2025-05-05 01:00:00,28.6,70.25,2.74,42.58
2025-05-05 02:00:00,28.81,57.46,3.59,48.52
2025-05-05 03:00:00,30.95,65.89,2.77,46.9
2025-05-05 04:00:00,32.41,61.78,2.11,47.48
2025-05-05 05:00:00,32.93,70.94,3.21,50.14
2025-05-05 06:00:00,33.92,50.82,4.0,100.34
2025-05-05 07:00:00,35.7,60.88,7.79,123.72
2025-05-05 08:00:00,36.99,64.61,8.08,127.17
2025-05-05 09:00:00,39.19,51.65,10.32,150.58
2025-05-05 10:00:00,38.49,59.58,2.86,84.38
