timestamp,temperature_C,humidity_percent,traffic_index,demand_kWh
2025-05-01 00:00:00,32.54,67.63,0.16,48.86
2025-05-01 01:00:00,34.33,69.49,0.31,45.98
2025-05-01 02:00:00,31.77,68.65,0.86,56.46
2025-05-01 03:00:00,24.12,51.34,0.7,47.56
2025-05-01 04:00:00,29.55,55.97,0.08,40.93
2025-05-01 05:00:00,30.55,55.4,0.92,47.66
2025-05-01 06:00:00,32.54,63.36,0.87,51.46
2025-05-01 07:00:00,25.49,67.94,0.58,48.36
2025-05-01 08:00:00,30.06,50.32,0.93,47.75
2025-05-01 09:00:00,26.34,72.62,0.35,56.9
2025-05-01 10:00:00,32.08,47.56,0.75,42.04
2025-05-01 11:00:00,23.74,47.33,0.87,39.38
2025-05-01 12:00:00,23.62,58.23,0.16,37.23
2025-05-01 13:00:00,37.63,63.36,0.98,51.33
2025-05-01 14:00:00,29.77,58.11,0.12,43.45
2025-05-01 15:00:00,26.54,62.87,0.97,42.99
2025-05-01 16:00:00,38.54,43.57,0.49,46.95
2025-05-01 17:00:00,26.84,65.1,0.01,43.07
2025-05-01 18:00:00,42.59,64.22,0.83,53.26
2025-05-01 19:00:00,29.39,60.97,0.41,47.32
2025-05-01 20:00:00,21.13,61.14,0.49,39.56
2025-05-01 21:00:00,29.21,45.38,0.13,43.07
2025-05-01 22:00:00,33.98,65.3,0.44,53.3
2025-05-01 23:00:00,29.31,56.64,0.65,45.68
2025-05-02 00:00:00,33.93,52.72,0.24,44.79
2025-05-02 01:00:00,21.7,41.47,0.69,34.43
2025-05-02 02:00:00,29.39,78.74,0.43,48.59
2025-05-02 03:00:00,28.84,48.29,0.08,40.15
2025-05-02 04:00:00,30.78,36.54,0.93,44.96
2025-05-02 05:00:00,25.37,65.37,0.96,47.46
2025-05-02 06:00:00,26.74,68.1,0.38,48.68
2025-05-02 07:00:00,37.02,60.35,0.39,49.8
2025-05-02 08:00:00,39.49,55.69,0.25,42.22
2025-05-02 09:00:00,25.19,56.09,0.49,40.16
2025-05-02 10:00:00,30.72,72.41,0.59,54.27
2025-05-02 11:00:00,28.33,69.66,0.05,42.53
2025-05-02 12:00:00,27.53,70.05,0.62,48.62
2025-05-02 13:00:00,25.16,46.75,0.0,35.7
2025-05-02 14:00:00,23.44,66.76,0.49,40.57
2025-05-02 15:00:00,36.43,59.93,0.24,41.31
2025-05-02 16:00:00,28.24,57.05,0.34,43.87
2025-05-02 17:00:00,35.36,43.12,0.6,45.31
2025-05-02 18:00:00,24.54,68.88,0.06,35.36
2025-05-02 19:00:00,39.29,38.39,0.53,43.12
2025-05-02 20:00:00,28.99,51.9,0.92,46.29
2025-05-02 21:00:00,33.22,71.09,0.17,48.67
2025-05-02 22:00:00,34.09,52.98,0.6,48.76
2025-05-02 23:00:00,26.42,75.71,0.43,47.11
2025-05-03 00:00:00,25.87,49.89,0.98,44.09
2025-05-03 01:00:00,34.27,73.77,0.05,52.44
2025-05-03 02:00:00,29.31,70.64,0.84,47.04
2025-05-03 03:00:00,27.59,67.73,0.01,38.38
2025-05-03 04:00:00,25.25,37.64,0.38,41.3
2025-05-03 05:00:00,27.89,51.49,0.13,44.88
2025-05-03 06:00:00,28.24,47.73,0.71,36.98
2025-05-03 07:00:00,28.13,71.66,0.38,45.69
2025-05-03 08:00:00,30.4,62.78,0.62,41.12
2025-05-03 09:00:00,32.59,66.51,0.64,45.41
2025-05-03 10:00:00,31.96,63.82,0.52,45.08
2025-05-03 11:00:00,29.31,43.46,0.62,38.28
2025-05-03 12:00:00,26.89,55.11,0.36,41.48
2025-05-03 13:00:00,23.23,70.72,0.31,38.24
2025-05-03 14:00:00,32.07,63.22,0.03,43.99
2025-05-03 15:00:00,25.8,36.98,0.43,33.56
2025-05-03 16:00:00,31.66,55.48,0.14,42.01
2025-05-03 17:00:00,23.35,74.9,0.36,43.59
2025-05-03 18:00:00,27.49,50.48,0.58,43.97
2025-05-03 19:00:00,32.49,59.2,0.84,50.29
2025-05-03 20:00:00,33.74,57.61,0.1,41.98
2025-05-03 21:00:00,28.49,58.46,0.42,44.55
2025-05-03 22:00:00,35.92,65.0,0.06,48.68
2025-05-03 23:00:00,23.76,60.03,0.62,45.48
2025-05-04 00:00:00,29.88,51.21,0.03,41.82
2025-05-04 01:00:00,33.6,38.8,0.85,46.93
2025-05-04 02:00:00,33.33,61.06,0.25,42.57
2025-05-04 03:00:00,26.35,59.84,0.59,45.07
2025-05-04 04:00:00,23.43,66.26,0.11,37.81
2025-05-04 05:00:00,30.92,63.29,0.21,43.43
2025-05-04 06:00:00,29.88,56.79,0.94,47.61
2025-05-04 07:00:00,31.93,67.49,0.28,52.18
2025-05-04 08:00:00,25.46,66.14,0.75,48.52
2025-05-04 09:00:00,24.63,41.12,0.67,37.89
2025-05-04 10:00:00,36.77,64.77,0.34,44.94
2025-05-04 11:00:00,32.42,63.23,0.96,48.76
2025-05-04 12:00:00,29.3,52.5,0.84,46.44
2025-05-04 13:00:00,35.66,65.66,0.69,50.88
2025-05-04 14:00:00,34.94,71.32,0.68,53.88
2025-05-04 15:00:00,25.91,42.01,0.79,37.91
2025-05-04 16:00:00,16.76,51.98,0.94,33.98
2025-05-04 17:00:00,29.38,70.19,0.31,47.84
2025-05-04 18:00:00,13.8,55.39,0.17,33.69
2025-05-04 19:00:00,31.87,50.04,0.74,45.58
2025-05-04 20:00:00,31.95,63.73,0.07,46.73
2025-05-04 21:00:00,31.89,75.55,0.33,47.51
2025-05-04 22:00:00,28.29,58.15,0.12,44.25
2025-05-04 23:00:00,37.12,59.14,0.83,51.72
2025-05-05 00:00:00,37.26,62.38,0.16,47.89
2025-05-05 01:00:00,27.88,48.82,0.14,36.15
2025-05-05 02:00:00,35.54,78.76,0.79,55.2
2025-05-05 03:00:00,27.9,71.37,0.15,45.7
2025-05-05 04:00:00,28.12,81.22,0.14,52.09
2025-05-05 05:00:00,33.41,50.47,0.22,42.87
2025-05-05 06:00:00,38.12,48.66,0.83,48.52
2025-05-05 07:00:00,27.26,85.79,0.28,52.23
2025-05-05 08:00:00,33.6,43.35,0.9,47.45
2025-05-05 09:00:00,42.79,43.6,0.97,49.59
2025-05-05 10:00:00,27.21,51.44,0.96,48.4
2025-05-05 11:00:00,34.12,55.26,0.68,50.24
2025-05-05 12:00:00,25.43,73.88,0.51,45.77
2025-05-05 13:00:00,28.74,73.52,0.75,52.56
