timestamp,temperature_C,humidity_percent,traffic_index,demand_kWh
2025-05-01 00:00:00,27.22,70.36,0.97,48.01
2025-05-01 01:00:00,27.8,62.63,0.45,44.09
2025-05-01 02:00:00,27.47,68.06,0.71,48.18
2025-05-01 03:00:00,42.41,67.07,0.79,55.69
2025-05-01 04:00:00,31.49,61.68,0.32,46.92
2025-05-01 05:00:00,31.79,68.48,0.67,53.45
2025-05-01 06:00:00,31.05,59.09,0.79,48.75
2025-05-01 07:00:00,28.15,51.42,0.09,40.18
2025-05-01 08:00:00,29.12,47.08,0.97,40.66
2025-05-01 09:00:00,32.43,63.35,0.1,45.31
2025-05-01 10:00:00,35.34,60.75,0.99,52.81
2025-05-01 11:00:00,30.37,57.54,0.43,42.17
2025-05-01 12:00:00,22.9,69.96,0.34,43.69
2025-05-01 13:00:00,22.69,67.35,0.51,48.83
2025-05-01 14:00:00,31.91,57.46,0.89,44.56
2025-05-01 15:00:00,31.59,67.67,0.56,47.82
2025-05-01 16:00:00,23.71,49.0,0.86,45.2
2025-05-01 17:00:00,27.51,66.7,0.29,45.11
2025-05-01 18:00:00,31.45,66.57,0.21,48.87
2025-05-01 19:00:00,30.71,74.08,0.23,47.02
2025-05-01 20:00:00,38.81,70.46,0.78,51.94
2025-05-01 21:00:00,34.98,52.54,0.5,48.34
2025-05-01 22:00:00,24.05,55.85,0.26,37.43
2025-05-01 23:00:00,36.49,52.44,0.03,46.08
2025-05-02 00:00:00,22.12,69.29,0.33,40.26
2025-05-02 01:00:00,23.37,40.36,0.77,27.44
2025-05-02 02:00:00,24.17,69.19,0.5,48.0
2025-05-02 03:00:00,24.8,60.74,0.12,39.53
2025-05-02 04:00:00,33.33,62.32,0.52,50.06
2025-05-02 05:00:00,31.73,65.12,0.16,43.28
2025-05-02 06:00:00,30.05,59.76,0.62,49.17
2025-05-02 07:00:00,39.8,65.37,0.45,51.9
2025-05-02 08:00:00,19.52,69.76,0.32,40.5
2025-05-02 09:00:00,37.25,42.48,0.21,41.42
2025-05-02 10:00:00,40.58,79.52,0.7,59.03
2025-05-02 11:00:00,30.11,64.31,0.24,48.05
2025-05-02 12:00:00,31.2,69.16,0.9,47.71
2025-05-02 13:00:00,23.3,77.13,0.43,48.18
2025-05-02 14:00:00,26.94,46.46,0.08,33.54
2025-05-02 15:00:00,34.35,55.31,0.59,43.87
2025-05-02 16:00:00,28.45,78.82,0.78,54.38
2025-05-02 17:00:00,29.07,71.63,0.8,46.64
2025-05-02 18:00:00,35.12,43.19,0.17,39.91
2025-05-02 19:00:00,25.92,48.05,0.78,43.93
2025-05-02 20:00:00,27.0,62.49,0.22,38.43
2025-05-02 21:00:00,26.31,55.43,0.31,43.23
2025-05-02 22:00:00,28.77,47.11,0.45,45.63
2025-05-02 23:00:00,27.15,67.96,0.97,45.16
2025-05-03 00:00:00,37.82,72.25,0.49,53.93
2025-05-03 01:00:00,29.36,58.37,0.88,47.96
2025-05-03 02:00:00,29.9,50.64,0.77,45.91
2025-05-03 03:00:00,27.9,76.09,0.85,50.97
2025-05-03 04:00:00,26.42,55.27,0.06,41.21
2025-05-03 05:00:00,45.98,64.42,0.5,52.06
2025-05-03 06:00:00,24.0,45.31,0.58,41.51
2025-05-03 07:00:00,35.67,71.06,0.17,47.39
2025-05-03 08:00:00,27.66,62.91,0.93,46.24
2025-05-03 09:00:00,23.01,51.05,0.04,39.43
2025-05-03 10:00:00,32.1,70.17,0.28,44.53
2025-05-03 11:00:00,29.44,75.04,0.83,50.85
2025-05-03 12:00:00,31.61,65.87,0.48,47.48
2025-05-03 13:00:00,36.3,64.97,0.58,53.42
2025-05-03 14:00:00,25.61,49.32,0.23,35.57
2025-05-03 15:00:00,24.32,55.5,0.78,46.7
2025-05-03 16:00:00,29.25,41.89,0.93,40.36
2025-05-03 17:00:00,31.14,76.13,0.35,49.46
2025-05-03 18:00:00,31.8,43.78,0.94,41.68
