timestamp,temperature_C,humidity_percent,traffic_index,demand_kWh
2025-05-01 00:00:00,26.16,48.97,0.11,37.61
2025-05-01 01:00:00,24.88,74.95,0.49,48.01
2025-05-01 02:00:00,33.65,67.4,0.98,55.38
2025-05-01 03:00:00,19.56,51.95,0.6,38.14
2025-05-01 04:00:00,33.37,46.72,0.58,45.93
2025-05-01 05:00:00,23.09,52.28,0.48,42.91
2025-05-01 06:00:00,29.3,61.39,0.03,43.19
2025-05-01 07:00:00,35.65,58.83,0.98,48.74
2025-05-01 08:00:00,22.13,51.64,0.76,41.48
2025-05-01 09:00:00,37.47,61.16,0.43,50.17
2025-05-01 10:00:00,34.14,51.54,0.52,47.41
2025-05-01 11:00:00,30.96,73.12,0.01,44.26
2025-05-01 12:00:00,31.61,42.88,0.3,38.37
2025-05-01 13:00:00,31.98,71.51,0.92,55.02
2025-05-01 14:00:00,32.0,66.55,0.61,49.84
2025-05-01 15:00:00,26.23,59.56,0.6,48.72
2025-05-01 16:00:00,31.66,62.32,0.92,46.59
2025-05-01 17:00:00,36.94,68.35,0.98,52.69
2025-05-01 18:00:00,25.21,45.43,0.14,39.08
2025-05-01 19:00:00,31.76,76.34,0.75,52.61
2025-05-01 20:00:00,33.98,81.92,0.62,56.48
2025-05-01 21:00:00,32.43,57.7,0.06,39.58
2025-05-01 22:00:00,23.42,63.6,0.33,43.83
2025-05-01 23:00:00,28.87,65.12,0.52,45.94
2025-05-02 00:00:00,33.89,65.46,0.32,49.23
2025-05-02 01:00:00,20.9,66.45,0.96,49.79
2025-05-02 02:00:00,28.66,65.96,0.56,48.41
2025-05-02 03:00:00,24.9,60.27,0.56,43.62
2025-05-02 04:00:00,38.59,73.54,0.73,52.66
2025-05-02 05:00:00,33.88,45.87,0.39,41.07
2025-05-02 06:00:00,31.7,49.23,0.13,44.77
2025-05-02 07:00:00,29.42,70.59,0.53,50.42
2025-05-02 08:00:00,27.47,62.37,0.6,41.51
2025-05-02 09:00:00,37.29,59.96,0.06,40.93
2025-05-02 10:00:00,32.87,52.08,0.61,42.62
2025-05-02 11:00:00,35.27,64.33,0.46,45.93
2025-05-02 12:00:00,27.92,74.15,0.66,43.76
2025-05-02 13:00:00,30.68,77.53,0.19,60.23
2025-05-02 14:00:00,31.95,65.37,0.35,46.69
2025-05-02 15:00:00,28.99,50.62,0.05,42.24
2025-05-02 16:00:00,15.82,63.13,0.35,33.43
2025-05-02 17:00:00,36.59,56.52,0.39,51.91
2025-05-02 18:00:00,30.16,54.96,0.79,46.41
2025-05-02 19:00:00,23.04,49.92,0.59,40.08
2025-05-02 20:00:00,22.08,58.33,0.14,37.39
2025-05-02 21:00:00,27.2,50.26,0.17,36.9
